player_name,psi_log_avg,psi_log_sr,psi_combined,rank
AM Samad,0.5840188920372723,0.1087438186385376,0.4255938675710274,52
AD Mathews,0.5920996197766485,0.09223529781539287,0.4254781791228966,53
AD Russell,0.4626834897808591,0.3451625377912879,0.42350983911766865,54
HG Munsey,0.5293261456617222,0.21154208448240344,0.4233981252686159,55
SA Engelbrecht,0.5778382188079302,0.10705145325678563,0.4209092969575487,56
JE Root,0.5710677967045199,0.11742220323551661,0.41985259888151877,57
MH Yardy,0.5589227602950791,0.139185580045117,0.4190103668784251,58
MK Pandey,0.5398937258761856,0.17342120083841134,0.4177362175302608,59
H Patel,0.5613465860612411,0.1267199493735217,0.416471040498668,60
FH Allen,0.4795104035841898,0.2899820844080204,0.41633429719213333,61
Khawar Ali,0.6130958474803501,0.020195922074665678,0.4154625390117886,62
Mohammad Yousuf,0.5640842303147828,0.10791039245657269,0.41202628436204614,63
R Shepherd,0.46905521520532933,0.2940686437164417,0.4107263580423668,64
LRPL Taylor,0.5288911798662719,0.1730243903415388,0.41026891669136084,65
MP Stoinis,0.49242276391130385,0.24496824711966955,0.4099379249807591,66
PD Salt,0.45058189463321263,0.3285136568540436,0.4098924820401563,67
KM Jadhav,0.5033384457743743,0.22001031548844316,0.4088957356790639,68
Saad Bin Zafar,0.5371273545870273,0.1517620101442028,0.40867223977275247,69
V Sehwag,0.43860493689106156,0.3441499904444994,0.4071199547422075,70
P Khadka,0.5351957710350965,0.15067027524833096,0.4070206057728413,71
KS Williamson,0.5670112572340436,0.08046817982638146,0.40483023143148955,72
Abdul Razzaq,0.5493595611230694,0.10535134794945661,0.4013568233985318,73
A Flintoff,0.4803822346142042,0.2430227605590128,0.4012624099291404,74
B McMullen,0.49435565545014115,0.21181415562725583,0.4001751555091794,75
DS Lehmann,0.507271513855383,0.18111392035247076,0.39855231602107893,76
AM Tribe,0.5443883044986589,0.10672735171302868,0.3985013202367822,77
Abid Ali,0.523955092439263,0.14733929329608755,0.3984164927248712,78
MN Waller,0.5235335220387997,0.14507714417294948,0.39738139608351625,79
OA Shah,0.5493036503896269,0.09352679585229241,0.39737803221051543,80
Azhar Mahmood,0.5195078390301966,0.1499969778785641,0.3963375519796524,81
Babar Azam,0.5479449833211859,0.09241820746064576,0.3961027247010058,82
