player_name,psi_log_econ,psi_log_avg,psi_combined,rank
AR Patel,-0.10124890501338481,-0.12853010666678089,0.11943637278231552,44
CM Old,-0.10647726628330667,-0.11738729314867437,0.11375061752688513,45
Kaleem Sana,-0.062173501645124515,-0.13944872996714797,0.11369032052647349,46
Asif Iqbal,-0.173278607309139,-0.0824212939149287,0.11270706504633214,47
RGD Willis,-0.10360845986233984,-0.11724834996772338,0.11270171993259553,48
TJ Murtagh,-0.14450716397219154,-0.09441944720477756,0.11111535279391556,49
SE Bond,-0.026987608022607513,-0.1531771655054674,0.11111397967784743,50
Wasim Akram,-0.06962102162956531,-0.13128980649471947,0.11073354487300141,51
SM Pollock,-0.10487099688368354,-0.11001759570955388,0.10830206276759709,52
TM Odoyo,-0.1488382144854807,-0.08752080765556046,0.10795994326553388,53
PS de Villiers,-0.11277011349592947,-0.10461139978006688,0.10733097101868776,54
JN Gillespie,-0.0795109146070203,-0.1183719651297522,0.10541828162217491,55
JR Hazlewood,-0.11038531420350967,-0.09995291902763158,0.1034303840862576,56
SR Clark,-0.08564992910054062,-0.1116967185727004,0.1030144554153138,57
Basil Hameed,-0.00012201653710149214,-0.15439292973557672,0.10296929200275164,58
Shabbir Ahmed,-0.09615432190879421,-0.10562965398388455,0.10247120995885443,59
DR Hadlee,-0.0734821317544768,-0.11685792646736519,0.10239932822973573,60
PW Hasaranga,-0.02824790996928712,-0.13783204305674457,0.10130399869425875,61
Junaid Khan,-0.032794116585715266,-0.13534871645574592,0.10116384983240238,62
TM Alderman,-0.0822885510967196,-0.11039877381324333,0.10102869957440208,63
CR Matthews,-0.12314512997930639,-0.08969251855367111,0.10084338902888286,64
Mujeeb Ur Rahman,-0.13191674709324835,-0.08457524714266336,0.1003557471261917,65
CG Rackemann,-0.08663945326943549,-0.10594507280930616,0.09950986629601594,66
DR Doshi,-0.12241943321702974,-0.08763752679127572,0.09923149559986039,67
Simranjeet Singh,-0.048387383421795736,-0.12365498748937931,0.09856578613351812,68
LS Pascoe,-0.014478806718103471,-0.13946700963805475,0.09780427533140433,69
Milind Kumar,0.018299948514633162,-0.15560864287267395,0.09763911241023825,70
K Gore,-0.09190018320903387,-0.100473270060834,0.09761557444356728,71
EJ Chatfield,-0.15655396988560932,-0.0668206251052315,0.09673174003202412,72
A Vala,-0.05613747140970191,-0.11632025138292494,0.09625932472518393,73
SK Warne,-0.07528873526954381,-0.10670649058599559,0.09623390548051165,74
JC Tredwell,-0.1135552073867688,-0.08648533424811432,0.09550862529433247,75
SP Narine,-0.13243342113256268,-0.07493797630956864,0.09410312458389998,76
Saqlain Mushtaq,-0.02090462814642163,-0.13047492753329143,0.09395149440433483,77
Sarfraz Nawaz,-0.11909482632432636,-0.08057043589167107,0.09341189936922283,78
MG Erasmus,-0.035599783393629666,-0.12226113466905002,0.09337401757724323,79
P Kumar,-0.09120826243902401,-0.09278659876800519,0.0922604866583448,80
Hamid Hassan,-0.05802104794049914,-0.10924956018331475,0.09217338943570956,81
AL Phehlukwayo,0.04462860169341776,-0.15756830249746445,0.09016933443383705,82
HJ Howarth,-0.15425191107123115,-0.05805260254390579,0.09011903871968091,83
RA Harper,-0.13075071886658582,-0.06951941157809555,0.08992984734092564,84
PJ Cummins,-0.08250504759686739,-0.09350253940005215,0.08983670879899057,85
NK Patel,-0.09522935256171584,-0.08684740182021097,0.08964138540071259,86
CA Walsh,-0.14747434530302955,-0.06017393752277392,0.0892740734495258,87
B Kumar,-0.08646664909255015,-0.08949529710888039,0.08848574777010365,88
Amir Hamza,-0.11338854201978668,-0.07524991648169627,0.08796279166105973,89
JJ Smit,-0.002467121639768696,-0.12846044510555457,0.08646267061695928,90
RO Collinge,-0.08680563408776289,-0.08499170133561665,0.08559634558633206,91
R Ashwin,-0.06196135533272598,-0.09587945748686112,0.08457342343548274,92
CV Varun,0.06603049684032966,-0.1582425298202754,0.08348485426674039,93
VA Holder,-0.10223513244677036,-0.07363278039434153,0.08316689774515114,94
HMRKB Herath,-0.07755018189900274,-0.08592605648413591,0.08313409828909152,95
RK Paudel,-0.023923144391203396,-0.11154780312134682,0.08233958354463235,96
Aamir Kaleem,-0.03563744276771335,-0.10401901035129262,0.08122515449009952,97
KJ Abbott,-0.10028015628974453,-0.06867713539582307,0.07921147569379688,98
ARC Fraser,-0.10927357283698609,-0.0632756712156175,0.07860830508940703,99
MJG Rippon,-0.0018495148587179939,-0.11675625549582999,0.07845400861679265,100
P Lever,-0.12569602497646898,-0.052600821648307525,0.07696588942436135,101
GR Larsen,-0.17194961825667374,-0.02831382127584627,0.07619242026945543,102
AA Mallett,-0.08664917078181004,-0.07022809754978933,0.07570178862712956,103
Abrar Ahmed,-0.03506624216705977,-0.0939184314380788,0.0743010350144058,104
T van der Gugten,-0.09158749375234876,-0.06483698282927741,0.07375381980363453,105
TA Boult,-0.018608506902140984,-0.10072276458691964,0.0733513453586601,106
Washington Sundar,-0.08020641795228263,-0.06977617722980867,0.07325292413729999,107
PR Reiffel,-0.12859176045175544,-0.04531092021865152,0.07307120029635282,108
Shakib Al Hasan,-0.033173286583717605,-0.09297886861868514,0.07304367460702929,109
Mohammad Amir,-0.0784532221167344,-0.0692939994715185,0.07234707368659048,110
DE Bollinger,0.0017044404872485533,-0.10893323957033911,0.07205401288447656,111
Aayan Afzal Khan,-0.11156961712996002,-0.05083566140435447,0.07108031331288965,112
IR Bishop,-0.015711420223886097,-0.09871989786890786,0.07105040532056728,113
Jalal-ud-Din,-0.04810988038367683,-0.08223196809871496,0.07085793886036891,114
Al-Amin Hossain,-0.043575570742233484,-0.08442968568064632,0.07081164736784204,115
WW Daniel,-0.014173867046809339,-0.09899443104151194,0.07072090970994441,116
G Miller,-0.1541550505506233,-0.028331837629960693,0.0702729086035149,117
Aqib Ilyas,-0.0011840330554513554,-0.10443499269704373,0.07001800614984628,118
JK Lever,-0.05135755595228177,-0.0783266682883897,0.06933696417635372,119
Taijul Islam,-0.0648763587679868,-0.07034225520131604,0.06852028972353963,120
N Kapil Dev,-0.07608484517138767,-0.06459217653913134,0.06842306608321679,121
AD Mullally,-0.07380983555688773,-0.0649623828983063,0.06791153378450011,122
Abdur Rehman,-0.08110791564139916,-0.060017599057339034,0.06704770458535908,123
SO Tikolo,-0.040538494995910175,-0.08024125241945598,0.0670069999449407,124
DW Fleming,-0.008209117726792036,-0.096199967235327,0.06686968406581535,125
Abdul Qadir,-0.038331046006200215,-0.0805270952923334,0.06646174553028901,126
Bilal Khan,0.03623900817451007,-0.11629759837170008,0.06545206285629669,127
TL Chatara,-0.13133429792063314,-0.03228811032878597,0.06530350619273502,128
Imran Khan,-0.05042032269508465,-0.07268143365268341,0.06526106333348382,129
KR Mayers,-0.08919124298505016,-0.05289654626191046,0.06499477850295703,130
Harmeet Singh,-0.017955212697292725,-0.08783714055249643,0.06454316460076186,131
BD Julien,-0.09478127142822522,-0.047930930174202496,0.06354771059221008,132
DW Steyn,0.004701317052633277,-0.09647527101526722,0.06274974165930039,133
M Theekshana,-0.13394239542883538,-0.02694463158968671,0.06261055286940294,134
CJ McDermott,-0.018817115710043405,-0.08430821938325268,0.06247785149218293,135
K Bhurtel,0.067220499451065,-0.12507213801855924,0.06097459219535115,136
K Klein,0.10041349463006427,-0.14026720236518941,0.06004030336677152,137
RM Hogg,-0.058473358977058486,-0.0603336527456818,0.05971355482280736,138
MG Johnson,0.020232802893782154,-0.09952651751646159,0.05960674404638034,139
Mohammad Hafeez,-0.08910445730145104,-0.044699539020351335,0.05950117844738457,140
L Ngidi,-0.0160343304156545,-0.08025694276267813,0.05884940531367025,141
WPUJC Vaas,-0.048784134331956365,-0.06359050209469436,0.05865504617378169,142
Waqar Younis,0.01342665759482859,-0.09455258037713725,0.05855950105314864,143
KD Boyce,-0.014051038002855494,-0.08024486410143074,0.058180255401905655,144
WJ Cronje,-0.12959429670355585,-0.021251038735271344,0.057365458058032844,145
SW Tait,-0.013981915079844951,-0.0780247799457772,0.05667715832379978,146
Khawar Ali,-0.022337585950909483,-0.07315123267315458,0.05621335043240622,147
LN Rajbanshi,-0.07374555792625358,-0.04683105054838905,0.055802553007677225,148
Junaid Siddique,0.038006748965229514,-0.10173298585191753,0.055153074246201854,149
GR Dilley,-0.04141802655255682,-0.06184006486317034,0.055032718759632504,150
Arshad Khan,-0.15080722655796566,-0.006902830917364322,0.054870962797564767,151
MA Starc,0.028718578754202334,-0.09632745235278672,0.05464544198379037,152
SLV Raju,-0.151159342792399,-0.006324307892887143,0.054602652859391095,153
WKM Benjamin,-0.052637288859920146,-0.055402697124769466,0.0544808943698197,154
JE Emburey,-0.11270942192809497,-0.024853792413759415,0.054139002251871265,155
B Muzarabani,-0.0788869363992315,-0.04092896496347817,0.05358162210872928,156
MJ Henry,-0.028467331683623264,-0.06611188631001505,0.053563701434551116,157
KV Morea,0.028119623923722647,-0.09431923563981638,0.05350628245197004,158
Umar Gul,-0.00865630634636706,-0.07572887219506355,0.05337135024549805,159
CA Soper,-0.06027498645649584,-0.04939323664311519,0.05302048658090874,160
WB Rankin,-0.028869794745030715,-0.0650936864957859,0.05301905591220083,161
JC Archer,-0.07641678415002907,-0.040872041033894066,0.052720288739272404,162
GT Main,0.08202239947468001,-0.11959640087260133,0.05239013409017421,163
A Kumble,-0.07460923703490839,-0.04127054065216849,0.052383439446415124,164
MS Kasprowicz,-0.02055425502935141,-0.06780435913369673,0.052054324432248285,165
Nadeem Ahmed,-0.04503702714722291,-0.054975694551377324,0.051662805416659185,166
SN Netravalkar,-0.021969003756172757,-0.06647543206712307,0.05163995596347296,167
BL Cairns,-0.10069685314697548,-0.02690133927761083,0.051499843900732374,168
GS Chappell,-0.14553547045049287,-0.003835951873887843,0.05106912473275618,169
BV Sears,-0.003956626058199407,-0.07416368802422117,0.05076133403554725,170
K Rabada,-0.035408094432774054,-0.058253457232515016,0.050638336299268026,171
RM Haq,-0.028187554119698418,-0.06164107861886849,0.0504899037858118,172
RJ Sidebottom,-0.015940791501179028,-0.06701536699536217,0.04999050849730113,173
Imran Tahir,0.01812889949162933,-0.08399390059653461,0.049952967233813296,174
SCJ Broad,-0.04358246050979707,-0.053123739637236767,0.04994331326142354,175
DL Vettori,-0.0912186516238697,-0.029126993701988794,0.049824213009282435,176
JA Richardson,-0.05537485135388445,-0.04672862670209743,0.049610701586026436,177
H Thaker,-0.05497713320889157,-0.04591028278439627,0.04893256625922804,178
RP Singh,0.011552864701174927,-0.0791257195767182,0.04889952481742049,179
GH O'Brien,0.017397511398764817,-0.08202072764717268,0.048881314631860184,180
VJ Marks,-0.0812244335556445,-0.03228464394106325,0.048597907145923665,181
IT Botham,-0.04589571235096957,-0.049914870115293844,0.048575150860519084,182
GF Lawson,-0.06264047847963025,-0.04119919288165516,0.04834628808098019,183
Mudassar Bukhari,-0.04336980158623296,-0.04794265361264786,0.046418369603842886,184
RJ Trott,-0.008980042527201422,-0.06505790895134986,0.04636528680996704,185
BA Reid,-0.019964605595874766,-0.05898778421622677,0.04598005800944277,186
MJ Humphreys,-0.05797041631182932,-0.03890353992419409,0.045259165386739166,187
N Burger,0.09840205320640563,-0.11651730675312988,0.04487752009995138,188
DS Lehmann,0.00759764834138028,-0.07063009650023355,0.04455418155302895,189
PH Edmonds,-0.13233949960737665,0.00020099233269555686,0.04397917164732851,190
W Watson,-0.11497611683840518,-0.008475588779829653,0.04397576479935483,191
RD King,-0.007022183044436762,-0.0622750201058461,0.04385740775204299,192
AR Cusack,-0.009357330574090564,-0.06095498551765932,0.0437557672031364,193
A Nel,-0.03771265402245837,-0.046651192244666656,0.04367167950393056,194
NW Bracken,0.005573180016724947,-0.06751678118999413,0.04315346078775444,195
MG Hughes,-0.02660071818827975,-0.051371750229628525,0.04311473954917894,196
