alpha_y1_log_econ,alpha_y2_log_avg,beta_odi_y1_log_econ,beta_t20_y1_log_econ,beta_odi_y2_log_avg,beta_t20_y2_log_avg,corr_u_player_level_y1_y2,corr_eps_residual_y1_y2
1.118264041324242,3.5365265677589295,0.45745042760576554,0.8661302123903618,-0.06379809657413331,-0.38666816585814984,0.2721078728621478,0.47348569807561514
