alpha_log_econ,alpha_log_avg,beta_format_odi_log_econ,beta_format_odi_log_avg,beta_format_t20_log_econ,beta_format_t20_log_avg,beta_debut_year_scaled_log_econ,beta_debut_year_scaled_log_avg,beta_debut_year_missing_log_econ,beta_debut_year_missing_log_avg,beta_bowling_hand_log_econ,beta_bowling_hand_log_avg,beta_bowling_type_log_econ,beta_bowling_type_log_avg,beta_position_order_log_econ,beta_position_order_log_avg,beta_age_at_debut_scaled_log_econ,beta_age_at_debut_scaled_log_avg,"player_corr(econ,avg)","residual_corr(econ,avg)"
1.158367945746451,3.582680956826046,0.45982732307902463,-0.059560383742052865,0.8657998879067627,-0.37859409964633656,0.042055719791022655,-0.02235398292697571,-0.09959140200531459,-0.05973789178933782,-0.056438524397459125,0.037036580394999026,-0.019716568039131997,0.08184890410884134,0.023789818789311218,-0.02487218363487711,-0.02125128884142961,-0.017924323582138326,0.4006699553900703,0.4733125536314149
