player_idx,player_name,psi_log_avg,psi_log_sr,psi_combined,rank
238,CH Gayle,0.5807902179425092,0.20547967787981358,0.3931349479111614,72
1174,Salman Agha,0.5704594931765851,0.21488928137947036,0.3926743872780277,73
343,DPMD Jayawardene,0.636323499705693,0.13748234150860547,0.38690292060714926,74
803,MS Chapman,0.5290489995079845,0.2442388961595307,0.38664394783375755,75
1011,RD Gaikwad,0.5665253425708024,0.205925434180506,0.38622538837565423,76
1114,SE Rutherford,0.5210806704356042,0.2509097042466481,0.38599518734112614,77
518,Inzamam-ul-Haq,0.6631041774532035,0.10849817003611209,0.3858011737446578,78
21,AA Jangoo,0.6094002023412358,0.15993885550777903,0.38466952892450745,79
816,MW Machan,0.6475229625862254,0.1197728481170679,0.38364790535164667,80
1169,Saeed Anwar,0.6221482757070288,0.14298398374169866,0.3825661297243637,81
365,E Lewis,0.5536902266196289,0.21106442108930434,0.3823773238544666,82
465,HH Pandya,0.4900028144884813,0.2738734535605855,0.3819381340245334,83
1149,SR Watson,0.5656172650907875,0.19232807567742502,0.37897267038410626,84
372,EJG Morgan,0.5636280938961471,0.19288912783995074,0.3782586108680489,85
391,Fakhar Zaman,0.5586973301652202,0.1953289851273088,0.3770131576462645,86
1284,UT Khawaja,0.614619773582482,0.13850873555827392,0.37656425457037795,87
345,DR Martyn,0.6469112556869588,0.10570383774480492,0.3763075467158819,88
427,GJ Maxwell,0.4290001703759298,0.31910865791859505,0.3740544141472624,89
334,DM Jones,0.6824743899756402,0.06533095886991759,0.3739026744227789,90
204,C Green,0.5611758448928733,0.18578425499346046,0.37348004994316686,91
566,JJ Roy,0.5070053318643974,0.23858438012952493,0.37279485599696116,92
175,BJ Hodge,0.5886638677858866,0.15502696044567574,0.3718454141157812,93
797,MR Marsh,0.527773416942091,0.21591259420116823,0.37184300557162964,94
499,IA Karim,0.6990963071180765,0.04342180577129152,0.371259056444684,95
876,N Pooran,0.5255527473486992,0.21617290878621567,0.3708628280674574,96
1181,Sarfaraz Ahmed,0.5167510861644298,0.22376819073506474,0.37025963844974724,97
1171,Saim Ayub,0.5226970124800338,0.216824690336032,0.3697608514080329,98
533,JA Burns,0.5658196500967695,0.1696220763212782,0.36772086320902386,99
1,A Bagai,0.6963344826011706,0.03687372638302352,0.36660410449209707,100
597,JP Inglis,0.44139078364987533,0.29111687727950486,0.36625383046469007,101
1298,VG Kambli,0.6078822238549604,0.12246568391547329,0.36517395388521684,102
750,ME Trescothick,0.5834530907352332,0.146162889919431,0.36480799032733213,103
1205,Shayan Jahangir,0.5329540902027347,0.19570090652677608,0.36432749836475536,104
36,AD Mathews,0.6178148753720595,0.11053751403931433,0.3641761947056869,105
558,JG Bethell,0.5029407786072646,0.22309203350760987,0.36301640605743724,106
