fitted,residual,fitted_mode,player_name,format
3.604384356084849,-0.026436462678194772,full,A Dananjaya,ODI
2.862748576471055,0.2857047841005995,full,A Dananjaya,T20
4.129161210504293,-0.393875383576201,full,A Dananjaya,Test
3.6977060692698656,0.008522023178684002,full,A Dutt,ODI
2.9560702896560715,0.009202776413210767,full,A Dutt,T20
3.6304778305353818,-0.1279279546129386,full,A Flintoff,ODI
4.1552546849548255,0.03591406190281532,full,A Flintoff,Test
3.700851368196785,0.06034874749677721,full,A Kumble,ODI
4.225628222616229,-0.03748978110776768,full,A Kumble,Test
3.733554526704032,0.0775425601341535,full,A Kuruvilla,ODI
4.258331381123476,-0.0013012366242799445,full,A Kuruvilla,Test
3.5602591366165326,-0.16240065621989208,full,A Mishra,ODI
2.8186233570027386,-0.16538139239552363,full,A Mishra,T20
4.085035991035976,0.12114805294165976,full,A Mishra,Test
3.713229314045902,0.11323580302059755,full,A Nao,ODI
2.971593534432108,-0.07017194034935814,full,A Nao,T20
3.678605778722212,-0.07855753831489176,full,A Nehra,ODI
2.936969999108418,-0.09206061528901088,full,A Nehra,T20
4.203382633141656,0.15716496985510187,full,A Nehra,Test
3.633606305832856,-0.0556584124262014,full,A Nel,ODI
4.158383160252299,-0.03124877520720748,full,A Nel,Test
3.496116378395321,-0.16748968956800114,full,A Nortje,ODI
2.754480598781527,0.10198960743895613,full,A Nortje,T20
4.020893232814765,-0.24583608245977606,full,A Nortje,Test
4.01402615310627,0.07362942096503389,full,A Ranatunga,ODI
4.538803007525714,0.4604342416181728,full,A Ranatunga,Test
3.788012943558754,0.00972091546726439,full,A Symonds,ODI
4.312789797978198,0.15541453293673602,full,A Symonds,Test
3.6427329564230693,0.12772648468328995,full,A Vala,ODI
2.9010971768092753,-0.19973596385786196,full,A Vala,T20
3.579716318445342,-0.15220162846581298,full,A Zampa,ODI
2.838080538831548,-0.022671819408838445,full,A Zampa,T20
3.5212468153366974,-0.07443892242248973,full,AA Donald,ODI
4.046023669756141,-0.1958760680460827,full,AA Donald,Test
3.7548182229017235,0.06508949361861704,full,AA Mallett,ODI
4.279595077321168,0.04586120586431974,full,AA Mallett,Test
3.5105056979415084,0.08131204332929665,full,AAP Atkinson,ODI
4.035282552360952,-0.3691600853696322,full,AAP Atkinson,Test
3.6929702231933743,-0.19949756542204833,full,AB Agarkar,ODI
4.2177470776128185,0.20949189988261097,full,AB Agarkar,Test
3.582586243926693,0.3193864256479517,full,AB Dinda,ODI
2.840950464312899,-0.4895752071494215,full,AB Dinda,T20
3.7906443453924124,0.16443814949618085,full,AC Agar,ODI
3.0490085657786183,0.004992615899348518,full,AC Agar,T20
3.4813825979342523,0.1322343716791372,full,AC Botha,ODI
2.7397468183204583,-0.4676209328111214,full,AC Botha,T20
3.6132560399984612,-0.11070616407601808,full,AC Evans,ODI
2.8716202603846672,-0.009419379455198662,full,AC Evans,T20
3.840679184299135,0.305625116853677,full,AD Mascarenhas,ODI
3.099043404685341,-0.05452096696191777,full,AD Mascarenhas,T20
3.890768480433569,-0.1483482593916028,full,AD Mathews,ODI
3.149132700819775,0.10511026788571698,full,AD Mathews,T20
4.415545334853013,0.3761044180776967,full,AD Mathews,Test
3.745976221316502,0.010561881271248907,full,AD Mullally,ODI
4.270753075735946,0.08595575095364527,full,AD Mullally,Test
3.645840244695823,-0.1584651667926149,full,AD Russell,ODI
2.904204465082029,0.09152780847196196,full,AD Russell,T20
3.8230338873272935,0.1262849028445494,full,AF Giles,ODI
4.347810741746738,0.0960162938325908,full,AF Giles,Test
3.664372596884509,0.006851921990706167,full,AF Milne,ODI
2.922736817270715,-0.04353835997267552,full,AF Milne,T20
3.683981545154586,-0.012757026279370809,full,AG Cremer,ODI
2.942345765540792,-0.08587555932030888,full,AG Cremer,T20
4.208758399574029,0.09395442838012702,full,AG Cremer,Test
3.6526417545311167,-0.14109631570009595,full,AG Hurst,ODI
4.1774186089505605,0.08526126809075496,full,AG Hurst,Test
3.455110583907211,-0.09473519676531073,full,AH Gray,ODI
3.9798874383266547,-0.2835359693740176,full,AH Gray,Test
3.6507905297213883,-0.045292684546502926,full,AIC Dodemaide,ODI
4.175567384140832,-0.013564173444916783,full,AIC Dodemaide,Test
3.6548609251544795,0.07564020365027657,full,AJ Bichel,ODI
4.179637779573923,-0.12785283177061846,full,AJ Bichel,Test
3.647873573683396,-0.08967244321157608,full,AJ Hall,ODI
4.172650428102839,0.026054149443504038,full,AJ Hall,Test
3.6792936313322366,-0.12394556984282312,full,AJ Hosein,ODI
2.9376578517184426,0.11161518876357812,full,AJ Hosein,T20
3.9567266608109075,0.4277968540615613,full,AJ Traicos,ODI
4.481503515230351,0.012735110050458687,full,AJ Traicos,Test
3.5530644726730602,-0.08109802012269762,full,AJ Tye,ODI
2.8114286930592662,-0.1372800436327375,full,AJ Tye,T20
3.891505231282501,0.2452600468235513,full,AK Markram,ODI
3.149869451668707,0.0888090004956732,full,AK Markram,T20
3.3560027022268377,0.13137237567637028,full,AL Phehlukwayo,ODI
2.6143669226130437,0.08699429033836958,full,AL Phehlukwayo,T20
3.8807795566462815,-0.7584146321589245,full,AL Phehlukwayo,Test
3.6935444826120416,0.1415974784801466,full,ALF de Mel,ODI
4.218321337031486,-0.13066576296018173,full,ALF de Mel,Test
3.6980115326392893,0.15000614281294444,full,AM Blignaut,ODI
4.222788387058733,-0.1317827261021467,full,AM Blignaut,Test
3.522651651161998,-0.06004564137119894,full,AM Fernando,ODI
4.047428505581442,-0.2079761929881312,full,AM Fernando,Test
3.6956973751288866,0.05615687814643833,full,AM Hardie,ODI
2.9540615955150926,-0.041710930900152654,full,AM Hardie,T20
3.6696465159567837,0.060854612847972334,full,AM Phangiso,ODI
2.9280107363429897,-0.08893227283437533,full,AM Phangiso,T20
3.601124494278881,-0.023176600872226505,full,AME Roberts,ODI
4.125901348698325,-0.1167516325394562,full,AME Roberts,Test
3.8148519805978127,0.29438119411803854,full,AP Gurusinha,ODI
4.3396288350172565,-0.08543557185325934,full,AP Gurusinha,Test
3.777122607355204,-0.18255383271250913,full,AR Border,ODI
4.3018994617746475,0.32991265515986523,full,AR Border,Test
3.662001075314778,0.08750300061559324,full,AR Caddick,ODI
4.186777929734221,-0.12806054515527165,full,AR Caddick,Test
3.5912159049177954,-0.15722870043264914,full,AR Cusack,ODI
2.8495801253040014,0.0011263761997319932,full,AR Cusack,T20
3.7371831540514306,0.16882177905115237,full,AR McBrine,ODI
2.9955473744376366,-0.12198273485785327,full,AR McBrine,T20
4.261960008470875,0.035325397747915765,full,AR McBrine,Test
3.6065978811160457,0.17303593626635472,full,AR Patel,ODI
2.8649621015022517,-0.014255599998518331,full,AR Patel,T20
4.1313747355354895,-0.2897741944038894,full,AR Patel,Test
3.7272717716672186,0.20062458291721752,full,ARC Fraser,ODI
4.252048626086662,-0.13463879093356557,full,ARC Fraser,Test
3.5425577770897188,-0.1281151686775428,full,AS Joseph,ODI
2.8009219974759247,-0.03460288824973867,full,AS Joseph,T20
4.067334631509162,-0.07281040456927235,full,AS Joseph,Test
3.6931411281311384,-0.037301528095402325,full,AS Wassan,ODI
4.217917982550582,0.04757483586734779,full,AS Wassan,Test
3.630212688465243,-0.1246552914788448,full,AU Rashid,ODI
2.888576908851449,0.03458467186770697,full,AU Rashid,T20
4.154989542884687,-0.0023760725386106074,full,AU Rashid,Test
3.7469229535927653,0.12843606746378944,full,AW Greig,ODI
