player_name,psi_log_econ,psi_log_avg,psi_combined,econ_multiplier,avg_multiplier,rank
K Bhurtel,0.017215449075954785,-0.1128566682399715,0.0694992958013294,1.0173644889538236,0.8932786861469796,137
RD King,-0.051114869361737314,-0.0781681068967678,0.06915036105175763,0.9501695188972796,0.9248089467131545,138
IT Botham,-0.07407959839359318,-0.06622780845977187,0.06884507177104564,0.9285977760081914,0.9359176300504839,139
BL Cairns,-0.15762663978154673,-0.024307393093107317,0.06874714198925379,0.8541686350294241,0.9759856523939737,140
GF Lawson,-0.11420048891532565,-0.04527961281981544,0.0682532381849855,0.8920790859839579,0.955730210049518,141
Mudassar Bukhari,-0.03312639213355578,-0.08573159527457362,0.06819652756090101,0.9674162780540629,0.9178405509030392,142
RM Haq,-0.07509981096236,-0.06463765577832818,0.06812504083967212,0.9276508919794016,0.9374070658808616,143
JN Frylinck,-0.029811774996854692,-0.08719116481229418,0.06806470154048101,0.9706282128539798,0.9165018759766812,144
Shabbir Ahmed,-0.07648051098145212,-0.06291824057680566,0.06743899737835447,0.9263709681738762,0.939020244304272,145
SLV Raju,-0.15509900998893142,-0.02346644708971288,0.06734396805611906,0.8563303880239411,0.9768067488282178,146
RN ten Doeschate,0.018447552743382153,-0.1099247230024626,0.06713396442051435,1.018618760009084,0.8959015735387672,147
MG Hughes,-0.07296922504269363,-0.06310186577989098,0.06639098553415852,0.9296294388918648,0.9388478323512848,148
AR Cusack,-0.014369691487849287,-0.0915020959305492,0.06579129444964922,0.9857330597721169,0.9125594034888751,149
SO Ngoche,-0.10131540333372249,-0.04786927500589915,0.06568465111517359,0.9036479743503993,0.9532583936306158,150
PH Edmonds,-0.2443841172124664,0.023708425851865857,0.06565575516957822,0.7831867409696337,1.0239917048497775,151
RD Jackman,-0.14068321163172604,-0.02569238311342854,0.06402265928619437,0.8687644825927522,0.9746348576399825,152
HH Streak,-0.06889605571444368,-0.061421206085925016,0.06391282262876458,0.9334236990953522,0.9404270427477938,153
GB Troup,-0.1077296415049723,-0.04061153544261921,0.06298423746340358,0.8978703104849259,0.9602020619766732,154
KJ Abbott,-0.01527709231791243,-0.08669487539585331,0.06288894770320635,0.9848390104673446,0.9169568390452163,155
GS Chappell,-0.20960195391993414,0.010871737318217603,0.06261949309449964,0.81090696007514,1.010931049401298,156
Khawar Ali,-0.028514083264193642,-0.07950267991236903,0.0625064810296439,0.97188860668574,0.9235755448637635,157
Amir Hamza,-0.06326599330211446,-0.062109491220672275,0.06249499191448634,0.9386937542273923,0.9397799835001315,158
AL Phehlukwayo,0.16553923474845672,-0.17572335104609862,0.06196915578124684,1.1800292599624098,0.8388500182195109,159
W Watson,-0.15799682812404278,-0.013907847595274456,0.061937507771530564,0.8538524902783714,0.9861884197099908,160
Abdur Rehman,-0.08335864362925557,-0.049528603473109487,0.06080528352515818,0.9200211283276202,0.9516779364528825,161
MA Ealham,-0.10235383614630231,-0.03834524872632039,0.05968144453298103,0.9027100836953086,0.9623806228440369,162
JE Emburey,-0.19762550077914817,0.009365624194646274,0.05963141746328521,0.8206771385441227,1.0094096188915955,163
TA Boult,0.03133215697390016,-0.10497570432802449,0.059539750560716274,1.0318281758974142,0.9003463968412617,164
Zeeshan Maqsood,-0.09091657826251708,-0.04335109768312165,0.059206257876253464,0.9130938796000803,0.9575751286311021,165
M Ntini,0.011763924753240593,-0.09386248718288033,0.05865368320417336,1.0118333918506908,0.9104079463947937,166
Junaid Khan,-0.024119059900667997,-0.0754586923435042,0.058345481529225474,0.9761694801975592,0.9273180350777133,167
J Theron,0.06372155715970296,-0.11927676246700056,0.05827732259143272,1.0657955942894328,0.8875621228835648,168
A Kumble,-0.08908214701709452,-0.04277440223506095,0.05821031716240547,0.9147704248261458,0.9581275171136121,169
A Flintoff,-0.0370107695509126,-0.06831375325729895,0.05787942535517016,0.9636657570457355,0.9339673922904714,170
AR Caddick,-0.05925796186596292,-0.05657576219964681,0.057469828755085516,0.9424636181230677,0.9449948868916992,171
DS Airee,-0.13894070116616103,-0.015934575072534266,0.05693661710374318,0.8702796334955573,0.9841917086201024,172
Imran Tahir,0.017746779218531662,-0.09417622027218797,0.05686855377528143,1.0179051890051891,0.9101223660975779,173
Saad Bin Zafar,-0.11437773701752046,-0.026440827805757374,0.05575313087634507,0.8919209806713068,0.973905670266072,174
PJ Cummins,0.02706445646759126,-0.09623676068421538,0.0551363549669465,1.027434025397188,0.9082489529669249,175
GD Campbell,-0.05576134008067922,-0.053251984547641795,0.054088436391987606,0.9457648251146973,0.9481410654806007,176
DT Johnston,-0.0845726561183551,-0.038263897680019796,0.05370015049279823,0.9189048888889999,0.962458916699245,177
Zahoor Khan,0.001685275859658467,-0.08089246067748139,0.05336654849843477,1.001686696735097,0.9222928688620575,178
D Gough,0.005144036637826267,-0.08191959588802077,0.05289838504607176,1.0051572899096524,0.921346035728088,179
Maninder Singh,-0.17591703535928485,0.008824165282867861,0.05275623493118304,0.8386875618629976,1.0088632129993313,180
RJ Trott,-0.053935386537371545,-0.0513644537889648,0.052221431371767046,0.9474933253485643,0.9499324009738381,181
J Srinath,-0.052345458415718166,-0.05195095029386293,0.052082453001148006,0.9490009698372055,0.949375432286837,182
VJ Marks,-0.15716341546447252,0.0009425544244524486,0.051759435538522545,0.8545643983685762,1.000942998768469,183
PJ Martin,-0.11204019935059058,-0.021051404454143142,0.051381002752958954,0.8940083182241791,0.9791686296468299,184
H Thaker,-0.10819001912410679,-0.02262232768650025,0.05114489149903576,0.8974570462252006,0.9776316384617849,185
KR Mayers,-0.026021529338294498,-0.06315220847612169,0.05077531543017929,0.9743141130447995,0.9388005694097358,186
Sikander Bakht,-0.07611325415221122,-0.0379470210174464,0.05066909872903467,0.9267112467193338,0.9627639457943812,187
MG Johnson,0.03455072755983275,-0.09223976452349514,0.049976267162385846,1.0351545379080207,0.9118864853035437,188
Taijul Islam,-0.011247063457845383,-0.06907806031571972,0.049801061363094944,0.988815948306685,0.9332538271463838,189
JV Coney,-0.22418985407998734,0.03786459658361793,0.04948688697091716,0.7991633955344837,1.038590594642527,190
Zulfiqar Babar,-0.027868219889018938,-0.059948302043575284,0.04925494132538983,0.9725165166917586,0.9418132221446069,191
R Ashwin,-0.02545667591797249,-0.06108271805448439,0.049207370675647094,0.974864613165322,0.9407454199265994,192
MRJ Watt,-0.05097093668045852,-0.04826570292531411,0.04916744751036225,0.950306289186425,0.9528805702837737,193
Shakib Al Hasan,-0.04228271664197077,-0.051375775432880084,0.04834475583591031,0.9585987304450302,0.9499216462383314,194
Haseeb Amjad,0.03615718080652994,-0.09017231635172213,0.04806248396563811,1.0368188016993491,0.9137737135515229,195
Al-Amin Hossain,0.05849262287395066,-0.10031743607352217,0.0473807497576979,1.060237164162545,0.904550235582249,196
SP Narine,-0.0928435752368754,-0.023854396097551824,0.046850789143993016,0.9113360446720296,0.9764278711165276,197
MS Kasprowicz,-0.009377340831312303,-0.06516941348895297,0.046572055936406086,0.9906664893188085,0.9369087249556429,198
KCG Benjamin,-0.022531626521223282,-0.057957601937804484,0.04614894346561075,0.9777203148120684,0.9436899572141233,199
Iqbal Qasim,-0.1565980840726462,0.009271198518003848,0.04601856234554617,0.8550476470342611,1.009314309205234,200
AW Greig,-0.10708595373286736,-0.014994729644270732,0.045691804340469606,0.8984484446737134,0.9851171315070991,201
JD Nel,-0.07026935136513525,-0.03335248041868054,0.04565810406749878,0.9321427121773358,0.9671975812900756,202
AR Border,-0.12957927343794584,-0.003245455291918158,0.045356728007260726,0.8784649467194732,0.9967598055053415,203
HS Baidwan,0.06565490237905129,-0.10012213398025627,0.044863121860487076,1.0678581382687737,0.9047269133889336,204
NA Foster,-0.09156113602710006,-0.021298065771196237,0.04471908918983084,0.9125055274840226,0.9789271364077688,205
HA Varaiya,-0.13674637119282515,0.0014794927822796052,0.04459579520942198,0.8721914109486902,1.001480587771669,206
KP Meiyappan,0.05549219256134085,-0.09279470559574382,0.04336573954338226,1.0570607641031309,0.911380582425746,207
RJ Sidebottom,-0.02334468209998424,-0.053017937799575976,0.043126852566378736,0.9769256969336662,0.948363000784289,208
BP Patterson,0.03126974027365232,-0.08012177630172176,0.04299127077659707,1.0317637745973312,0.9230039395362981,209
Shoaib Akhtar,0.06553745770565698,-0.09705110283212058,0.04285491598619473,1.0677327313828229,0.907509628636072,210
RK Illingworth,-0.1345414179234151,0.003257776702595204,0.042675288172741556,0.8741166740293517,1.0032630890243368,211
ND Hirwani,-0.06233405084201525,-0.032532140137482915,0.042466110372327025,0.9395689705562711,0.9679913379566546,212
Tauseef Ahmed,-0.18352122838632817,0.030095566299525915,0.041110031929092114,0.8323342064382616,1.0305530153858347,213
S Shrivastava,0.060121302080762426,-0.09158140324591485,0.04101383480368909,1.061965357340236,0.9124870337222366,214
SW Tait,0.048775942229608994,-0.0855072135746068,0.04074616163986821,1.0499850670693738,0.9180465206332041,215
PR Adams,-0.04063249943528299,-0.0405807898167608,0.0405980263562682,0.9601819325186879,0.9602315844438604,216
SL Boock,-0.14654750780253983,0.012481970184427182,0.04052785581122849,0.8636846995979173,1.0125601951024807,217
Mohammad Amir,-0.02721314924417619,-0.0470199384489944,0.04041767538072166,0.9731537924209906,0.9540683747571016,218
P Kumar,-0.036211913507349806,-0.03943153463264794,0.0383583275908819,0.9644358948333823,0.9613357699441537,219
SR Taylor,-0.10640468454504863,-0.004162446891233178,0.038243192775838326,0.8990607384606769,0.9958462040835913,220
Wasim Raja,-0.131241772141771,0.008511785226631355,0.03807273389616943,0.8770057132072058,1.0085481134700862,221
CE Cuffy,-0.14099373055208692,0.01350173495869467,0.037996753544899196,0.868494756663239,1.0135932949911806,222
Kushal Malla,-0.09702126664212382,-0.008076218876548101,0.03772456813174001,0.9075367056697117,0.9919563061604527,223
N Burger,0.20265619327038206,-0.1575942860051117,0.03751079291328044,1.2246513524840108,0.8541962710575421,224
MC Snedden,-0.08676345315972575,-0.01124943208333098,0.03642077244212923,0.9168939583517604,0.9888136061748031,225
JTS Sumerauer,0.029836649853441154,-0.06863019093681118,0.035807910673393735,1.0302862228015732,0.9336718965715706,226
PAJ DeFreitas,-0.10397056739361622,-0.001661074991018204,0.03576423912521754,0.9012518232210067,0.998340303830497,227
WB Rankin,-0.02198055375178424,-0.04197536571546018,0.035310428394234865,0.9782592583386007,0.9588934019344423,228
Majid Khan,-0.24016370296929768,0.06757557899028205,0.035004181662911193,0.7864990982896766,1.069911119344306,229
FJ Klaassen,-0.011651254244952258,-0.0466552276343929,0.03498723650457935,0.9884163587708796,0.9544163972711744,230
M Morkel,0.026822171047521257,-0.06577306466287641,0.034907986092743856,1.0271851232666467,0.9363433295719268,231
Shaheen Shah Afridi,0.08384886316193023,-0.09415630346934907,0.034821247925589306,1.0874645254381934,0.9101404930058172,232
Hamza Tahir,0.008799004130437183,-0.056449639048090076,0.034700091321914324,1.0088378291575921,0.9451140801413951,233
CK Langeveldt,0.0675278003302878,-0.08574744446592661,0.03465569620052181,1.0698600016458881,0.917826003987795,234
NW Bracken,-0.06937165858630791,-0.016881000589435157,0.03437788658839274,0.9329798656559917,0.9832606851152378,235
A Nel,-0.006561781955841254,-0.048217447057741836,0.03433222535710831,0.9934596995240997,0.9529265534718558,236
G Sharma,-0.2259876597335144,0.06191079418081079,0.03405535712396427,0.7977279457803685,1.0638674373286947,237
MA Starc,0.08620350549503447,-0.0941190626769122,0.03401153995292997,1.0900281324498777,0.9101743879901397,238
TL Chatara,-0.040395621918727344,-0.03059822440282718,0.0338640235747939,0.9604094049707956,0.9698651629619568,239
GD Elliott,0.0637908789802961,-0.08249539222455618,0.03373330182293875,1.0658694797413164,0.9208156807589114,240
CN Greaves,0.08209154812599738,-0.09146298392942644,0.033611473244285164,1.0855551858235655,0.9125950962112913,241
NC McGarrell,-0.13116541983677127,0.015801147034722754,0.033187708589108585,0.877072677171301,1.015926645292702,242
Mudassar Nazar,-0.12673914352424484,0.01371663884863796,0.033101955275656306,0.8809634476469215,1.0138111435405066,243
Saleem Jaffar,-0.08906779665733536,-0.0045177164752129555,0.03270107653592042,0.9147835522050302,0.9954924730556167,244
