player_idx,player_name,psi_log_avg,psi_log_sr,psi_combined,rank,avg_multiplier,sr_multiplier
337,DN Patel,-0.2027502191071406,-0.0346080134255145,-0.14670281721326525,954,0.8164821575996968,0.9659839948109976
1072,Rehan Ahmed,-0.2954187169710227,0.144525523962556,-0.14877063665982979,955,0.7442199047127579,1.1554911873011688
619,Junaid Siddique,-0.21171868820843,-0.0255791037677179,-0.14967216006152598,956,0.8091923008871371,0.9747452698925585
1102,SB Doull,-0.31911806726159,0.1872616856131838,-0.15032481630333205,957,0.7267897341667939,1.2059428216491777
363,Dawlat Zadran,-0.3008125735437538,0.1495954274812398,-0.15067657320208927,958,0.7402164959007886,1.161364291593388
1231,T Panyangara,-0.2323654956928708,0.0078191108289396,-0.15230396018560066,959,0.7926563578711715,1.0078497599067846
733,MA Starc,-0.2601521939808103,0.0578235909937886,-0.154160265655944,960,0.7709342453227966,1.0595280689292956
1301,VV Morea,-0.1733120503863529,-0.1165418743844671,-0.1543886583857243,961,0.8408751784757497,0.8899928282945164
1025,RJ Harris,-0.3334973384930863,0.1981844129995072,-0.15627008799555517,962,0.7164138053777231,1.2191872070615788
602,JS Foster,-0.2110499418927018,-0.0489352705104233,-0.15701171809860895,963,0.8097336262415649,0.952242765891833
1086,S Matsikenyeri,-0.2116736749082879,-0.0477620037715832,-0.157036451196053,964,0.8092287261228536,0.9533606563199469
753,MF Maharoof,-0.1991853476578119,-0.0746814242159162,-0.15768403984384669,965,0.8193980057561745,0.9280390900207276
171,BGK Walker,-0.1047200307881368,-0.2652318669672521,-0.15822397618117523,966,0.9005766210215287,0.7670280808807578
836,Mohammad Haris,-0.3027025003783229,0.1269342834562902,-0.15949023910011853,967,0.7388188620107004,1.1353424045510971
245,CJ Richards,-0.1730254985824161,-0.1328930185926151,-0.15964800525248243,968,0.8411161673012699,0.8755587556064783
1096,SA Abbott,-0.2770856995982653,0.0721839129370155,-0.16066249541983837,969,0.757989534928299,1.0748530052600882
392,Fareed Ahmad,-0.1537769848630906,-0.1772986750694233,-0.1616175482652015,970,0.8574632269687108,0.8375295979517957
760,MH Dekker,-0.1156571902437744,-0.2584321631500642,-0.16324884787920432,971,0.8907805392213448,0.772261417054174
1144,SR Clark,-0.3223143066133974,0.1535395937793359,-0.16369633981581963,972,0.724470448688192,1.1659539507316514
519,Irfan Ahmed,-0.233586142900563,-0.0255674808049766,-0.1642465888687009,973,0.7916893943819812,0.9747565993863537
692,LE Plunkett,-0.3088672105715124,0.1242142242357265,-0.16450673230243276,974,0.7342782679443249,1.1322584022110744
92,AU Rashid,-0.2513291540614343,0.0026886333526525,-0.1666565582567387,975,0.7777663244772521,1.0026922509687262
203,C Carter,-0.1913063118408054,-0.1208927422664653,-0.16783512198269204,976,0.825879572710159,0.8861289986839639
1154,SS Pathirana,-0.2884651748863281,0.0675741565952802,-0.16978539772579201,977,0.7494129030826053,1.06990959750916
585,JN Gillespie,-0.2094226623690365,-0.0959170934373814,-0.17158747272515149,978,0.8110523618759132,0.9085393368197903
859,Mudassar Bukhari,-0.2590520871748902,0.0012756622425176,-0.17227617070242093,979,0.7717828220099061,1.0012764762456903
538,JA Richardson,-0.3510837683076465,0.1840736572419574,-0.17269795979111188,980,0.7039247847978534,1.2021043635274018
653,KMDN Kulasekara,-0.2736015092465556,0.0245680431039505,-0.17421165846305353,981,0.7606351209388609,1.0248723242288362
1016,RDB Croft,-0.215560847500791,-0.1070388843708488,-0.17938685979081026,982,0.8060892202513805,0.8984907350640938
1029,RJ Trott,-0.129341657706583,-0.2796291464684714,-0.17943748729387918,983,0.8786737086118371,0.7560640785040955
805,MS Kasprowicz,-0.2884530483790587,0.0361283125782084,-0.18025926139330303,984,0.749421990898724,1.0367888710094788
704,LV van Beek,-0.2397787105075715,-0.0641125253236443,-0.18122331544626244,985,0.7868019528082851,0.9378994561528401
413,GD Drummond,-0.2721542093522962,-0.0112875580732704,-0.18519865892595425,986,0.7617367850958721,0.9887759073958583
149,B Kumar,-0.2312091720444664,-0.1002665530561069,-0.1875616323816799,987,0.7935734552913671,0.9045962629986362
546,JC Tredwell,-0.3305559520334365,0.0951889421708875,-0.18864098729866186,988,0.7185241574032836,1.0998666466871023
954,PE McEwan,-0.2380279770360342,-0.0918657360154604,-0.18930723002917627,989,0.7881806398271454,0.912227620638332
1326,Waqas Barkat,-0.2137816286932391,-0.1410070926043605,-0.18952344999694626,990,0.8075247059955502,0.8684831518684333
